name,routine,flags,list,xpos,ypos,zpos,xrot,yrot,zrot,xscl,yscl,zscl
KASOKU,6CFBF0,2,2,352.71258544922,0,-109.27864837646,0,383E,0,6,50,50
KASOKU,6CFBF0,2,2,386.90386962891,0,-106.71752166748,0,1692,0,6,50,50
KASOKU,6CFBF0,F,2,406.90386962891,0,-58.71752166748,0,FFFFF692,0,6,50,50
KASOKU,6CFBF0,F,2,394.90386962891,0,-14.71752166748,0,FFFFC692,0,6,50,50
KASOKU,6CFBF0,F,2,346.90386962891,0,1.2824783325195,0,FFFFE692,0,6,50,50
KASOKU,6CFBF0,F,2,318.90386962891,0,37.28247833252,0,692,0,6,50,50
KASOKU,6CFBF0,F,2,322.90386962891,0,81.28247833252,0,3692,0,6,50,50
KASOKU,6CFBF0,F,2,362.90386962891,0,89.28247833252,0,6692,0,6,50,50
KASOKU,6CFBF0,F,2,390.90386962891,0,53.28247833252,0,5692,0,6,50,50
KASOKU,6CFBF0,F,2,438.90386962891,0,29.28247833252,0,7692,0,6,50,50
KASOKU,6CFBF0,F,2,442.90386962891,0,-6.7175216674805,0,7692,0,6,50,50
KASOKU,6CFBF0,F,2,454.90386962891,0,-50.71752166748,0,8692,0,6,50,50
KASOKU,6CFBF0,F,2,454.90386962891,0,-102.71752166748,0,A692,0,6,50,50
KASOKU,6CFBF0,F,2,394.90386962891,0,-154.71752929688,0,A692,0,6,50,50
KASOKU,6CFBF0,F,2,362.90386962891,0,-178.71752929688,0,E692,0,6,50,50
KASOKU,6CFBF0,F,2,342.90386962891,0,-138.71752929688,0,11692,0,6,50,50
KASOKU,6CFBF0,2,2,430.64422607422,0,-125.87345123291,0,A78E,0,6,50,50
KASOKU,6CFBF0,2,2,334.77130126953,0,-155.38293457031,0,118A,0,6,50,50
