Name,Routine,Flags,List,XPos,YPos,ZPos,XRot,YRot,ZRot,XScl,YScl,ZScl
block,6D63F0,2,2,240,-40,40,0,0,0,1,1,1
block,6D63F0,2,2,260,-40,40,0,0,0,1,1,1
block,6D63F0,2,2,280,-40,40,0,0,0,1,1,1
block,6D63F0,2,2,240,-20,40,0,0,0,1,1,1
block,6D63F0,2,2,260,-20,40,0,0,0,1,1,1
block,6D63F0,2,2,280,-20,40,0,0,0,1,1,1
block,6D63F0,2,2,240,0,40,0,0,0,1,1,1
block,6D63F0,2,2,260,0,40,0,0,0,1,1,1
block,6D63F0,2,2,280,0,40,0,0,0,1,1,1
block,6D63F0,2,2,240,20,40,0,0,0,1,1,1
block,6D29F0,2,2,260,20,40,0,0,0,1,1,1
block,6D63F0,2,2,280,20,40,0,0,0,1,1,1
block,6D63F0,2,2,240,40,40,0,0,0,1,1,1
block,6D63F0,2,2,260,40,40,0,0,0,1,1,1
block,6D63F0,2,2,280,40,40,0,0,0,1,1,1
block,6D63F0,2,2,220,-40,60,0,0,0,1,1,1
block,6D63F0,2,2,240,-40,60,0,0,0,1,1,1
block,6D63F0,2,2,260,-40,60,0,0,0,1,1,1
block,6D63F0,2,2,280,-40,60,0,0,0,1,1,1
block,6D63F0,2,2,300,-40,60,0,0,0,1,1,1
block,6D63F0,2,2,220,-20,60,0,0,0,1,1,1
block,6D63F0,2,2,240,-20,60,0,0,0,1,1,1
block,6D63F0,2,2,260,-20,60,0,0,0,1,1,1
block,6D63F0,2,2,280,-20,60,0,0,0,1,1,1
block,6D63F0,2,2,300,-20,60,0,0,0,1,1,1
block,6D63F0,2,2,220,0,60,0,0,0,1,1,1
block,6D63F0,2,2,300,0,60,0,0,0,1,1,1
block,6D63F0,2,2,220,20,60,0,0,0,1,1,1
block,6D63F0,2,2,300,20,60,0,0,0,1,1,1
block,6D63F0,2,2,220,40,60,0,0,0,1,1,1
block,6D63F0,2,2,300,40,60,0,0,0,1,1,1
block,6D63F0,2,2,240,60,60,0,0,0,1,1,1
block,6D63F0,2,2,260,60,60,0,0,0,1,1,1
block,6D63F0,2,2,280,60,60,0,0,0,1,1,1
block,6D63F0,2,2,220,-40,80,0,0,0,1,1,1
block,6D63F0,2,2,240,-40,80,0,0,0,1,1,1
block,6D63F0,2,2,260,-40,80,0,0,0,1,1,1
block,6D63F0,2,2,280,-40,80,0,0,0,1,1,1
block,6D63F0,2,2,300,-40,80,0,0,0,1,1,1
block,6D63F0,2,2,220,-20,80,0,0,0,1,1,1
block,6D63F0,2,2,240,-20,80,0,0,0,1,1,1
block,6D63F0,2,2,280,-20,80,0,0,0,1,1,1
block,6D63F0,2,2,300,-20,80,0,0,0,1,1,1
block,6D63F0,2,2,220,0,80,0,0,0,1,1,1
block,6D63F0,2,2,300,0,80,0,0,0,1,1,1
block,6D29F0,2,2,220,20,80,0,0,0,1,1,1
block,6D29F0,2,2,300,20,80,0,0,0,1,1,1
block,6D63F0,2,2,220,40,80,0,0,0,1,1,1
block,6D63F0,2,2,300,40,80,0,0,0,1,1,1
block,6D63F0,2,2,240,60,80,0,0,0,1,1,1
block,6D63F0,2,2,260,60,80,0,0,0,1,1,1
block,6D63F0,2,2,280,60,80,0,0,0,1,1,1
block,6D63F0,2,2,220,-40,100,0,0,0,1,1,1
block,6D63F0,2,2,240,-40,100,0,0,0,1,1,1
block,6D63F0,2,2,260,-40,100,0,0,0,1,1,1
block,6D63F0,2,2,280,-40,100,0,0,0,1,1,1
block,6D63F0,2,2,300,-40,100,0,0,0,1,1,1
block,6D63F0,2,2,220,-20,100,0,0,0,1,1,1
