name,routine,flags,list,xpos,ypos,zpos,xrot,yrot,zrot,xscl,yscl,zscl
Switch,6DCDC0,2,2,-1.7793312072754,130.01452636719,320.59197998047,0,0,0,0,1,0
Switch,6DCDC0,2,2,10.28805065155,-79.985458374023,248.60990905762,0,0,0,0,2,0
Switch,6DCDC0,2,2,-249.46090698242,-79.985458374023,-1.7803726196289,0,0,0,0,2,0
Switch,6DCDC0,2,2,249.34049987793,-79.985458374023,-71.712600708008,0,0,0,0,2,0
Switch,6DCDC0,2,2,-314.52880859375,130.01452636719,-4.7193517684937,0,0,0,0,1,0
Switch,6DCDC0,2,2,-98.992256164551,130.01452636719,-318.71026611328,0,0,0,0,1,0
Switch,6DCDC0,2,2,322.82434082031,130.01452636719,11.787769317627,0,0,0,0,1,0
Switch,6DCDC0,2,2,8.8874988555908,-249.98547363281,178.42597961426,0,0,0,0,3,0
Switch,6DCDC0,2,2,-181.92041015625,-249.98547363281,0.31294441223145,0,0,0,0,3,0
Switch,6DCDC0,2,2,-2.5539970397949,-233.98547363281,-109.08543395996,0,1000,0,0,3,0
